route_id,origin_facility_id,origin_facility_name,origin_city,destination_facility_id,destination_facility_name,destination_city,straight_line_km,road_distance_km,estimated_travel_hrs,primary_highway,transfer_types,flood_risk_score,congestion_risk_score,disruption_probability,is_active
4d6ecc47-2e91-42ac-ad8b-390ad71d49e3,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,a0c953e6-f4d9-404d-9135-488a257b9e39,Manipal Hospitals Bangalore,Bengaluru,11.2,16.3,0.32,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.09,0.12,0.105,True
b510f06f-3360-49e6-b118-dcc581a6dd4e,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,eb0a1ffc-6610-461d-8093-6a12d4937469,Fortis Hospitals Bangalore,Bengaluru,3.5,5.9,0.14,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.25,0.14,0.195,True
0d0cb939-c13e-4f7f-af1b-4de9b89a6087,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,KIMS Hospitals,Bengaluru,6.9,9.9,0.22,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.25,0.19,0.22,True
9feba114-4732-4156-96ac-471d9a3ebfcb,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,dd834eb1-aaae-4891-b2ad-374d652abd13,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,8.2,13.6,0.27,SH/District Road (Bengaluru–Bengaluru),"[""general_supply""]",0.22,0.24,0.23,True
a45a585f-ddfb-4b4b-ba61-2dd0979eadea,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,65dc85ee-f185-47d6-84aa-43ca635e1c0b,Felix Hospital,Bengaluru,9.5,14.9,0.3,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.09,0.36,0.225,True
a869f585-055c-49aa-9a77-018f0cf24512,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,bed2c1aa-514a-41ac-a282-a483af506301,Rainbow Children's Hospital,Bengaluru,3.6,5.5,0.1,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.34,0.11,0.225,True
c28ddad8-3a0e-4b2d-9d61-ebba2872c309,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,a808bba1-23fa-4a2c-96c5-495ca4360c3f,Victoria Hospital Bengaluru,Bengaluru,7.1,10.5,0.23,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.21,0.35,0.28,True
c908f62d-fd52-49d4-8aee-da448554bf9a,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,Bowring & Lady Curzon Hospital,Bengaluru,11.1,15.6,0.33,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.33,0.4,0.365,True
3d378ca8-570c-4e20-8115-7d6e8c31f2f2,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,K.R. Hospital Mysuru,Mysuru,134.0,154.4,2.07,NH-275 (Bengaluru-Mysuru Expressway),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.09,0.66,0.375,True
4395452b-4d05-42ca-9952-081ff388570c,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,Kidwai Memorial Institute of Oncology,Bengaluru,6.6,9.0,0.23,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.14,0.37,0.255,True
704efae7-1b78-4085-8f39-c4c690d20c74,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,820f482b-7d4c-4705-b3e9-eea15ecd8762,Sri Jayadeva Institute of Cardiovascular Sciences,Bengaluru,6.5,10.1,0.21,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.25,0.22,0.235,True
ff8621b5-22ad-4e17-b0f1-eec0b4e69f57,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,National Institute of Mental Health and Neuro Sciences,Bengaluru,8.4,11.4,0.31,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.19,0.38,0.285,True
6b135394-c608-4577-9e79-d98caae56d3b,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,92366c87-92d8-4174-bdac-9d3aedc179b0,St. Martha's Hospital,Bengaluru,5.7,8.2,0.17,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.3,0.37,0.335,True
a3034a66-41a7-413f-a2ea-2f091585845b,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,cc8b8416-bfe6-4b78-9ae0-dc3a028df947,Ramaiah Memorial Hospital,Bengaluru,9.7,14.1,0.26,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.23,0.25,0.24,True
ee20349a-65cc-4f79-b940-03c9c906ef24,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,78399964-5347-49c7-bcbf-e7353d627e13,S Nijalingappa Medical College,Bengaluru,7.5,10.7,0.21,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.24,0.34,0.29,True
ce57ced6-19b3-47be-aa50-7f9bf50c00cb,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,4de9da93-ced1-40d4-ab48-6dccb51417e7,District Hospital Tumakuru,Tumakuru,73.0,89.6,1.38,NH-48 (Bengaluru-Tumakuru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.31,0.73,0.52,True
a265ca8f-6ac7-4cef-8a73-4758b6fadd59,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,b40a7c7e-eb84-47cf-91a0-5e73e42702ca,Columbia Asia Hospital Hebbal,Bengaluru,6.4,9.5,0.27,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.31,0.34,0.325,True
99a98b42-5f39-41b9-9af6-d09b659ed307,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,Sagar Hospitals Kumaraswamy,Bengaluru,1.4,2.2,0.05,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.11,0.22,0.165,True
6538152a-28fc-4579-ae5c-2ae9130e7035,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,1760cf46-90e5-4fc8-b564-21695685a3a7,Vikram Hospital Millers Road,Bengaluru,7.4,10.4,0.27,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.3,0.21,0.255,True
ed48b194-f089-49e1-8163-6fc362003615,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,fae91a59-d210-46e8-955c-fe2322805d7f,Cloudnine Hospital Jayanagar,Bengaluru,5.2,8.5,0.19,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.07,0.21,0.14,True
f2ce72a1-4d72-40f3-8621-a56eb38a1947,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,886a5c01-1a69-44af-bbd8-bfac1c904067,Meenakshi Mission Hospital,Mysuru,128.5,151.8,2.2,NH-275 (Bengaluru-Mysuru Expressway),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.32,0.73,0.525,True
91af7cf2-b789-4f56-96f7-0be4fb382614,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,District Hospital Hassan,Hassan,167.8,221.9,3.15,NH-75 (Bengaluru-Hassan),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.22,0.31,0.265,True
e0f41fb1-de7e-48c9-826b-e404aaac7923,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,3aab1dd4-f79d-4d8d-bb46-cfa3e2513c71,District Hospital Mandya,Mandya,94.8,116.9,2.07,NH-275 (Bengaluru-Mandya),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.26,0.32,0.29,True
2d0fff12-8bc5-4cbc-9518-50136b0439dd,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,9.6,13.2,0.27,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.34,0.19,0.265,True
eb1d4533-fd51-4a5e-b9e6-943060b02a81,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,f067a3f8-7132-4fb0-a81a-596b322e6731,Aster RV Hospital,Bengaluru,5.0,8.4,0.16,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.27,0.39,0.33,True
7ac3b57e-927e-42b8-b7db-cceb7cbf4c1a,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,943dcbc1-e0cf-405d-924d-ff309d9a66b2,SPARSH Hospital,Bengaluru,4.1,6.4,0.14,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.25,0.22,0.235,True
b31ce748-7a13-4c0e-8dfb-e6f4d912c74a,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,Kauvery Hospital Marathahalli,Bengaluru,0.8,1.1,0.03,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.16,0.34,0.25,True
e424956e-e9f5-4a16-be83-130706cce7b5,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,Apollo Hospitals Bangalore,Bengaluru,10.7,18.0,0.33,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.11,0.27,0.19,True
85e38319-6a0d-4b0f-a9f3-ed878166d66a,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,a0c953e6-f4d9-404d-9135-488a257b9e39,Manipal Hospitals Bangalore,Bengaluru,7.2,11.2,0.29,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.22,0.21,0.215,True
32f027f7-7a2b-45e7-a9ed-0376bb020084,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,eb0a1ffc-6610-461d-8093-6a12d4937469,Fortis Hospitals Bangalore,Bengaluru,6.8,11.5,0.29,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.3,0.37,0.335,True
314ee2e8-5479-4246-af1c-cc052b9f82d1,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,KIMS Hospitals,Bengaluru,4.6,7.5,0.19,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.13,0.39,0.26,True
59e3b7a2-4032-42d6-abe5-2f0045171287,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,dd834eb1-aaae-4891-b2ad-374d652abd13,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,7.4,10.2,0.27,SH/District Road (Bengaluru–Bengaluru),"[""general_supply""]",0.34,0.33,0.335,True
a5a9b16c-af3d-4429-a8d0-16b0c36748c6,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,65dc85ee-f185-47d6-84aa-43ca635e1c0b,Felix Hospital,Bengaluru,0.9,1.5,0.04,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.2,0.35,0.275,True
946cf991-0e14-4b3c-974e-bae8350e8a3b,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,bed2c1aa-514a-41ac-a282-a483af506301,Rainbow Children's Hospital,Bengaluru,6.3,9.2,0.24,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.05,0.29,0.17,True
abb860eb-2463-4c1e-be4f-a7156ba20903,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,a808bba1-23fa-4a2c-96c5-495ca4360c3f,Victoria Hospital Bengaluru,Bengaluru,2.6,3.8,0.07,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.14,0.15,0.145,True
aedcdf0b-3acd-417c-a278-742cded6a7ac,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,Bowring & Lady Curzon Hospital,Bengaluru,2.7,4.5,0.08,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.26,0.38,0.32,True
1234f6cc-9858-4ee6-8b1f-ded8b811f662,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,K.R. Hospital Mysuru,Mysuru,130.1,153.8,2.4,NH-275 (Bengaluru-Mysuru Expressway),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.11,0.64,0.375,True
641ceade-5f85-425d-9ff7-43e39433ad81,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,Kidwai Memorial Institute of Oncology,Bengaluru,3.1,4.2,0.1,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.35,0.28,0.315,True
9fac39a7-7cda-40a2-9f58-6b1c83f4e8f7,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,820f482b-7d4c-4705-b3e9-eea15ecd8762,Sri Jayadeva Institute of Cardiovascular Sciences,Bengaluru,4.6,6.7,0.16,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.15,0.23,0.19,True
eeb7bb0f-b9e0-474e-a4a5-b36ce52a6780,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,National Institute of Mental Health and Neuro Sciences,Bengaluru,1.1,1.6,0.04,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.19,0.25,0.22,True
ad55c394-afdc-4c6c-aeb9-abad0f4ee37c,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,92366c87-92d8-4174-bdac-9d3aedc179b0,St. Martha's Hospital,Bengaluru,8.3,11.3,0.31,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.16,0.37,0.265,True
69bde7e7-9eda-4090-aab2-15f3b8c50482,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,cc8b8416-bfe6-4b78-9ae0-dc3a028df947,Ramaiah Memorial Hospital,Bengaluru,0.5,0.8,0.02,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.2,0.28,0.24,True
b670ccaf-7ffe-4442-b137-3aed0ce647a3,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,78399964-5347-49c7-bcbf-e7353d627e13,S Nijalingappa Medical College,Bengaluru,5.5,8.7,0.16,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.08,0.25,0.165,True
5551900a-8f4d-4483-b103-3d6815decc38,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,4de9da93-ced1-40d4-ab48-6dccb51417e7,District Hospital Tumakuru,Tumakuru,63.5,77.3,1.03,NH-48 (Bengaluru-Tumakuru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.3,0.66,0.48,True
14dc9ae7-f90e-4ebd-a338-92dcfb4ebe8f,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,b40a7c7e-eb84-47cf-91a0-5e73e42702ca,Columbia Asia Hospital Hebbal,Bengaluru,3.4,5.9,0.11,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.09,0.28,0.185,True
aa663c9a-5b6d-47ed-a48d-dfa48c768e10,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,Sagar Hospitals Kumaraswamy,Bengaluru,8.5,13.2,0.27,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.33,0.25,0.29,True
cef7b2a3-e133-4635-8222-9fe8536eea50,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,1760cf46-90e5-4fc8-b564-21695685a3a7,Vikram Hospital Millers Road,Bengaluru,3.0,4.1,0.09,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.29,0.21,0.25,True
a4b28666-ca33-4186-bbc9-7fe1bf729a61,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,fae91a59-d210-46e8-955c-fe2322805d7f,Cloudnine Hospital Jayanagar,Bengaluru,4.4,5.9,0.14,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.25,0.13,0.19,True
23748d35-baa0-4045-87dd-7b28fda19835,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,886a5c01-1a69-44af-bbd8-bfac1c904067,Meenakshi Mission Hospital,Mysuru,124.8,152.9,2.65,NH-275 (Bengaluru-Mysuru Expressway),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.19,0.54,0.365,True
97ca32d3-3c52-477b-b0ad-c2c99d1f74c9,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,District Hospital Hassan,Hassan,159.6,205.8,3.54,NH-75 (Bengaluru-Hassan),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.1,0.28,0.19,True
29d34908-a502-424a-b6e0-e22f7a62ddde,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,3aab1dd4-f79d-4d8d-bb46-cfa3e2513c71,District Hospital Mandya,Mandya,90.3,104.7,1.88,NH-275 (Bengaluru-Mandya),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.18,0.21,0.195,True
29378371-1c81-4d72-a972-fc47a93fb1dc,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,f067a3f8-7132-4fb0-a81a-596b322e6731,Aster RV Hospital,Bengaluru,9.8,14.7,0.32,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.33,0.24,0.285,True
41530d73-9881-4a79-af15-cc98ec14b61b,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,943dcbc1-e0cf-405d-924d-ff309d9a66b2,SPARSH Hospital,Bengaluru,13.4,21.8,0.47,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.24,0.38,0.31,True
4b2f8191-1258-447f-b9ee-44c6d82a9ee3,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,Kauvery Hospital Marathahalli,Bengaluru,8.9,12.1,0.23,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.2,0.28,0.24,True
03ffdd10-1624-4b8e-a0ee-089e00906e87,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,Apollo Hospitals Bangalore,Bengaluru,14.8,22.2,0.55,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.07,0.38,0.225,True
8cb03853-069e-4549-9165-cd1c67045b58,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,a0c953e6-f4d9-404d-9135-488a257b9e39,Manipal Hospitals Bangalore,Bengaluru,15.5,24.4,0.47,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.14,0.18,0.16,True
d5728b5a-0f20-4e31-8bee-6378889b6a44,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,eb0a1ffc-6610-461d-8093-6a12d4937469,Fortis Hospitals Bangalore,Bengaluru,5.6,8.3,0.21,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.2,0.38,0.29,True
f13c0391-ca87-4bd3-8bad-2b140cc43d7a,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,KIMS Hospitals,Bengaluru,5.1,8.4,0.19,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.15,0.28,0.215,True
0b98f7df-38c3-4f87-87ec-781aed37eb0f,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,dd834eb1-aaae-4891-b2ad-374d652abd13,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,13.8,21.6,0.44,SH/District Road (Bengaluru–Bengaluru),"[""general_supply""]",0.21,0.11,0.16,True
70c4e875-fdd8-47b6-a183-a7ec38380784,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,65dc85ee-f185-47d6-84aa-43ca635e1c0b,Felix Hospital,Bengaluru,8.9,12.2,0.22,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.27,0.38,0.325,True
91f3bc03-d378-498e-8d09-d7aa7596e7e3,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,bed2c1aa-514a-41ac-a282-a483af506301,Rainbow Children's Hospital,Bengaluru,8.8,13.0,0.28,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.15,0.37,0.26,True
c8517153-c304-4523-b7f1-faad9d74ae8d,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,a808bba1-23fa-4a2c-96c5-495ca4360c3f,Victoria Hospital Bengaluru,Bengaluru,9.0,13.0,0.27,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.1,0.13,0.115,True
9a176b57-b214-47bf-9ad6-6f97c4654ac8,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,Bowring & Lady Curzon Hospital,Bengaluru,12.3,17.3,0.38,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.3,0.4,0.35,True
141e613e-1dc5-49f3-964b-74865c34ef85,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,K.R. Hospital Mysuru,Mysuru,139.4,177.6,2.7,NH-275 (Bengaluru-Mysuru Expressway),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.29,0.52,0.405,True
3b8913e1-209c-4fd5-a545-fc54135ca4e8,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,Kidwai Memorial Institute of Oncology,Bengaluru,9.0,13.8,0.39,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.11,0.21,0.16,True
b87a8ab3-dd70-4157-9226-1be13e301f8d,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,820f482b-7d4c-4705-b3e9-eea15ecd8762,Sri Jayadeva Institute of Cardiovascular Sciences,Bengaluru,10.5,17.7,0.37,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.2,0.25,0.225,True
9579a11a-f4ff-4643-9403-a14c7e9327a7,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,National Institute of Mental Health and Neuro Sciences,Bengaluru,9.1,14.8,0.36,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.08,0.3,0.19,True
02542b51-3d31-4d69-8320-7408791ab10d,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,92366c87-92d8-4174-bdac-9d3aedc179b0,St. Martha's Hospital,Bengaluru,12.5,18.3,0.44,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.19,0.17,0.18,True
