route_id,supplier_id,supplier_name,supplier_city,facility_id,facility_name,facility_city,straight_line_km,road_distance_km,estimated_travel_hrs,primary_highway,route_type,flood_risk_score,congestion_risk_score,disruption_probability,is_primary_route,is_emergency_route,is_active
9e5adecc-69af-4e08-9c84-bc7afd165205,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,57229351-d8e3-4fab-951c-dc8c980d72c0,District Hospital Belagavi,Belagavi,219.4,299.8,6.09,SH/District Road (Davanagere–Belagavi),state_highway,0.14,0.3,0.193,True,True,True
c63697ed-791e-45e4-a100-57e3004f2c1e,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,98e0d752-46c0-4b17-8810-4308cc191df8,Shri B M Patil Medical College,Vijayapura,266.4,418.1,10.57,SH/District Road (Davanagere–Vijayapura),state_highway,0.18,0.35,0.224,True,True,True
cfc592bf-f1f3-445c-a3df-132d6cc7f7c6,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,bb873a93-3bde-4136-a0f3-0c7b476f70af,Kasturba Medical College Manipal,Mangaluru,208.4,286.4,6.53,SH/District Road (Davanagere–Mangaluru),state_highway,0.14,0.29,0.19,True,True,True
bb2ff769-982b-4863-8947-3ab12b3f4edc,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,dfb79b7d-fda2-41d6-bdd4-38ec2404c401,Wenlock District Hospital,Mangaluru,207.7,325.1,9.23,SH/District Road (Davanagere–Mangaluru),state_highway,0.23,0.32,0.235,True,True,True
bd624549-b2be-4b08-9a33-aa5bd9baca78,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,e5506a3a-f3b6-42fa-a22d-00cff9e0acad,District Hospital Shivamogga,Shivamogga,67.8,88.4,1.57,SH-57 (Davanagere-Shivamogga),express_highway,0.64,0.23,0.372,True,True,True
6adb6873-f986-4dea-8f69-a526f6cc1e62,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,fc9a1edb-f1e0-4eb4-af44-f6a3e33ce7b1,District Hospital Davangere,Davanagere,7.5,10.6,0.24,SH/District Road (Davanagere–Davanagere),intra_city,0.07,0.13,0.114,True,True,True
13fb5423-ffbe-4d5e-b69a-b4560b592efe,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,4de9da93-ced1-40d4-ab48-6dccb51417e7,District Hospital Tumakuru,Tumakuru,174.8,277.0,6.88,SH/District Road (Davanagere–Tumakuru),state_highway,0.26,0.11,0.184,True,True,True
92c5c9cb-adb7-4d47-8d36-6724d4a1d7c5,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,b40a7c7e-eb84-47cf-91a0-5e73e42702ca,Columbia Asia Hospital Hebbal,Bengaluru,241.3,304.6,4.85,NH-48 (Bengaluru-Davanagere),express_highway,0.29,0.74,0.385,True,True,True
6066cec4-f1b8-4d47-8fd8-7489f88c23e2,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,Sagar Hospitals Kumaraswamy,Bengaluru,246.3,301.8,4.47,NH-48 (Bengaluru-Davanagere),express_highway,0.12,0.67,0.296,True,True,True
3a87185a-7336-4fa1-a334-11f9140b4766,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,1760cf46-90e5-4fc8-b564-21695685a3a7,Vikram Hospital Millers Road,Bengaluru,240.6,280.6,4.41,NH-48 (Bengaluru-Davanagere),express_highway,0.1,0.77,0.318,True,True,True
ad2fcb91-4cab-413d-a9f9-8f8d6db5700d,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,fae91a59-d210-46e8-955c-fe2322805d7f,Cloudnine Hospital Jayanagar,Bengaluru,242.2,300.1,4.49,NH-48 (Bengaluru-Davanagere),express_highway,0.16,0.59,0.288,True,True,True
3d48d57b-e3c3-4ee6-9f79-d607f915788e,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,886a5c01-1a69-44af-bbd8-bfac1c904067,Meenakshi Mission Hospital,Mysuru,252.8,359.2,6.75,SH/District Road (Davanagere–Mysuru),state_highway,0.29,0.14,0.205,True,True,True
f7e0190c-b235-46ad-848b-c30f6733a244,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,0147e730-a075-4a8a-bd7b-b1b7e82da23d,District Hospital Ballari,Ballari,126.0,203.0,4.68,SH/District Road (Davanagere–Ballari),state_highway,0.05,0.26,0.145,True,True,True
54c8fcab-ab13-4c4d-a589-b3417c5cf358,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,District Hospital Hassan,Hassan,163.7,228.5,5.83,SH/District Road (Davanagere–Hassan),state_highway,0.26,0.18,0.205,True,True,True
a2e85fb1-8dfd-405f-a214-0f91f621da50,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,3aab1dd4-f79d-4d8d-bb46-cfa3e2513c71,District Hospital Mandya,Mandya,235.2,391.0,8.12,SH/District Road (Davanagere–Mandya),state_highway,0.3,0.28,0.251,True,True,True
5b11d8ab-9296-45a0-8947-86af7f9a7fc3,a37a4a3b-6059-48d6-a98c-9d3192d35be3,Vinayaka Medical Stores,Davanagere,a358466a-5265-40d0-852b-00e114b60fbe,District Hospital Raichur,Raichur,249.0,411.8,9.75,SH/District Road (Davanagere–Raichur),state_highway,0.21,0.25,0.206,True,True,True
bb688e36-950b-43ad-afac-5399c61021c1,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,Apollo Hospitals Bangalore,Bengaluru,254.8,301.5,4.53,NH-167 (Bengaluru-Ballari),express_highway,0.28,0.21,0.197,True,True,True
0cc4ab14-e5ad-464e-834d-ae6d13d468f8,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,255.9,338.7,5.42,NH-167 (Bengaluru-Ballari),express_highway,0.1,0.28,0.146,True,True,True
7e162325-a24f-4a94-a4f9-f7d3bf7aab32,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,256.7,316.8,5.73,NH-167 (Bengaluru-Ballari),express_highway,0.07,0.16,0.098,True,True,True
1a2a9f5b-b2e2-4b49-9f4c-bf45a675e8eb,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,249.7,325.6,4.47,NH-167 (Bengaluru-Ballari),express_highway,0.21,0.13,0.145,True,True,True
be06e462-3617-47e8-ab3e-72a83a4ca3cf,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,249.1,313.0,4.34,NH-167 (Bengaluru-Ballari),express_highway,0.27,0.19,0.187,True,True,True
d20e4d2a-e08a-468f-9b6e-85f3de947a2b,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,f067a3f8-7132-4fb0-a81a-596b322e6731,Aster RV Hospital,Bengaluru,254.5,299.0,4.1,NH-167 (Bengaluru-Ballari),express_highway,0.31,0.12,0.182,True,True,True
7955b81a-dcfe-49ff-afde-7d95c369b1c4,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,943dcbc1-e0cf-405d-924d-ff309d9a66b2,SPARSH Hospital,Bengaluru,248.4,326.5,5.73,NH-167 (Bengaluru-Ballari),express_highway,0.07,0.33,0.149,True,True,True
a3f044c4-4bb7-45df-8edf-b09b7403ad0d,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,Kauvery Hospital Marathahalli,Bengaluru,249.3,313.5,4.95,NH-167 (Bengaluru-Ballari),express_highway,0.32,0.35,0.255,True,True,True
9b023857-2901-4bd3-9c14-a7235c0841fd,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,Apollo Hospitals Bangalore,Bengaluru,260.4,302.5,4.49,NH-167 (Bengaluru-Ballari),express_highway,0.28,0.27,0.215,True,True,True
25a80b1c-63e9-4ee1-b713-863cd5722355,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,a0c953e6-f4d9-404d-9135-488a257b9e39,Manipal Hospitals Bangalore,Bengaluru,255.3,343.8,5.0,NH-167 (Bengaluru-Ballari),express_highway,0.08,0.16,0.102,True,True,True
296ee499-6944-4df4-9567-094f9c81e301,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,eb0a1ffc-6610-461d-8093-6a12d4937469,Fortis Hospitals Bangalore,Bengaluru,253.2,333.0,4.44,NH-167 (Bengaluru-Ballari),express_highway,0.08,0.13,0.093,True,True,True
b7c0e916-8e78-4bb8-9a87-b3f1ebd09824,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,KIMS Hospitals,Bengaluru,250.0,325.6,5.78,NH-167 (Bengaluru-Ballari),express_highway,0.07,0.37,0.161,True,True,True
72f233c5-7a8b-4cc9-9fe0-fb435630cae8,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,65dc85ee-f185-47d6-84aa-43ca635e1c0b,Felix Hospital,Bengaluru,249.1,330.4,4.86,NH-167 (Bengaluru-Ballari),express_highway,0.15,0.37,0.193,True,True,True
12225a04-db90-4d3a-b152-5261ea3009d7,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,bed2c1aa-514a-41ac-a282-a483af506301,Rainbow Children's Hospital,Bengaluru,255.1,308.6,5.1,NH-167 (Bengaluru-Ballari),express_highway,0.32,0.3,0.24,True,True,True
31b82c0f-f002-4cad-975c-66c865f35e7d,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,a808bba1-23fa-4a2c-96c5-495ca4360c3f,Victoria Hospital Bengaluru,Bengaluru,252.0,335.0,5.76,NH-167 (Bengaluru-Ballari),express_highway,0.34,0.28,0.242,True,True,True
e10da25f-e1f6-471d-bdf1-a14a9073f66e,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,Bowring & Lady Curzon Hospital,Bengaluru,250.3,321.3,4.38,NH-167 (Bengaluru-Ballari),express_highway,0.16,0.32,0.182,True,True,True
c79edf99-687e-4b5f-a1f3-f6bcb22f4423,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,e75c24ce-ea39-4952-8e06-5f2f0f0b6f04,District Hospital Hubballi,Hubballi,197.2,320.5,6.05,SH/District Road (Ballari–Hubballi),state_highway,0.25,0.12,0.158,True,True,True
70792990-343a-44f4-ba9b-8a34e7f7a85e,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,77292609-8620-483b-a2b9-e7a1c72fd793,District Hospital Mangaluru,Mangaluru,333.2,471.2,8.71,SH/District Road (Ballari–Mangaluru),state_highway,0.34,0.39,0.275,True,True,True
e8883906-737c-4d1d-9b47-b8f4ccb6c149,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,Kidwai Memorial Institute of Oncology,Bengaluru,252.5,292.3,4.67,NH-167 (Bengaluru-Ballari),express_highway,0.28,0.33,0.233,True,True,True
14e82c90-4604-49a7-aea0-cfd18eb20c2a,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,820f482b-7d4c-4705-b3e9-eea15ecd8762,Sri Jayadeva Institute of Cardiovascular Sciences,Bengaluru,254.3,296.8,4.42,NH-167 (Bengaluru-Ballari),express_highway,0.09,0.25,0.133,True,True,True
9c5dde1f-e4d6-498c-acbd-4f02da2e47c7,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,National Institute of Mental Health and Neuro Sciences,Bengaluru,250.6,300.2,5.35,NH-167 (Bengaluru-Ballari),express_highway,0.07,0.37,0.161,True,True,True
045d1f93-1183-47e2-9be3-6bc5d4c55d98,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,92366c87-92d8-4174-bdac-9d3aedc179b0,St. Martha's Hospital,Bengaluru,258.0,335.1,4.55,NH-167 (Bengaluru-Ballari),express_highway,0.19,0.22,0.164,True,True,True
d7d1eac4-5ee8-4004-b4f6-008dd9b3d23b,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,cc8b8416-bfe6-4b78-9ae0-dc3a028df947,Ramaiah Memorial Hospital,Bengaluru,249.3,304.5,4.52,NH-167 (Bengaluru-Ballari),express_highway,0.16,0.32,0.182,True,True,True
a9a2d36a-18b4-4301-aa93-227bae1d10f3,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,2c10669e-877f-49df-988b-6f88cea0c8db,SDM College of Medical Sciences,Dharwad,207.0,337.5,6.43,SH/District Road (Ballari–Dharwad),state_highway,0.12,0.26,0.148,True,True,True
d821cccc-dca8-470c-b461-9f17e3a5627a,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,78399964-5347-49c7-bcbf-e7353d627e13,S Nijalingappa Medical College,Bengaluru,255.1,304.8,5.47,NH-167 (Bengaluru-Ballari),express_highway,0.26,0.26,0.204,True,True,True
056d0454-cc15-4c1f-b771-4a6a631b5a3b,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,57229351-d8e3-4fab-951c-dc8c980d72c0,District Hospital Belagavi,Belagavi,269.8,432.6,11.77,SH/District Road (Ballari–Belagavi),state_highway,0.35,0.4,0.282,True,True,True
17b9425f-d251-4d2a-a873-93b323c2dad7,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,98e0d752-46c0-4b17-8810-4308cc191df8,Shri B M Patil Medical College,Vijayapura,225.3,340.8,6.51,SH/District Road (Ballari–Vijayapura),state_highway,0.12,0.32,0.166,True,True,True
598f60d7-8d38-43de-9548-a4945dc68a06,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,806b17c7-d044-4858-be75-d4ad2a0be545,District Hospital Kalaburagi,Kalaburagi,244.5,405.3,7.9,SH/District Road (Ballari–Kalaburagi),state_highway,0.29,0.24,0.21,True,True,True
756c3560-c831-45f0-b2a5-80e10fa4a82b,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,e5506a3a-f3b6-42fa-a22d-00cff9e0acad,District Hospital Shivamogga,Shivamogga,196.6,274.5,7.36,SH/District Road (Ballari–Shivamogga),state_highway,0.28,0.29,0.221,True,True,True
d91361ac-2030-4769-8ecd-d4b2cc0bf833,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,fc9a1edb-f1e0-4eb4-af44-f6a3e33ce7b1,District Hospital Davangere,Davanagere,136.9,209.7,3.95,SH/District Road (Ballari–Davanagere),state_highway,0.25,0.22,0.188,True,True,True
ca993209-3cb8-44ac-a418-eadfff11f37a,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,4de9da93-ced1-40d4-ab48-6dccb51417e7,District Hospital Tumakuru,Tumakuru,202.8,303.2,6.44,SH/District Road (Ballari–Tumakuru),state_highway,0.28,0.27,0.215,True,True,True
918129fb-6d5b-4365-bee1-cf865152e8d2,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,b40a7c7e-eb84-47cf-91a0-5e73e42702ca,Columbia Asia Hospital Hebbal,Bengaluru,252.9,316.6,4.55,NH-167 (Bengaluru-Ballari),express_highway,0.26,0.35,0.231,True,True,True
069f6481-cdb2-48a4-8445-130e8b0b57c6,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,Sagar Hospitals Kumaraswamy,Bengaluru,256.5,298.2,4.25,NH-167 (Bengaluru-Ballari),express_highway,0.2,0.12,0.138,True,True,True
f916b835-8cbd-4d7f-ac90-f1795b2a87e4,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,1760cf46-90e5-4fc8-b564-21695685a3a7,Vikram Hospital Millers Road,Bengaluru,252.7,325.0,4.69,NH-167 (Bengaluru-Ballari),express_highway,0.21,0.34,0.208,True,True,True
7bdd2fae-dba9-4f86-8abc-06fd83e624ba,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,fae91a59-d210-46e8-955c-fe2322805d7f,Cloudnine Hospital Jayanagar,Bengaluru,253.2,306.4,5.19,NH-167 (Bengaluru-Ballari),express_highway,0.16,0.22,0.152,True,True,True
3380de44-2488-4611-b789-c5ec53f77498,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,0147e730-a075-4a8a-bd7b-b1b7e82da23d,District Hospital Ballari,Ballari,5.4,8.8,0.18,SH/District Road (Ballari–Ballari),intra_city,0.1,0.21,0.125,True,True,True
2cb1910e-d49d-4178-a9d0-49a00f2dcfec,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,District Hospital Hassan,Hassan,257.5,361.9,7.43,SH/District Road (Ballari–Hassan),state_highway,0.12,0.26,0.148,True,True,True
0ea2ad8a-cbb5-44a8-b95c-462d2cb19057,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,3aab1dd4-f79d-4d8d-bb46-cfa3e2513c71,District Hospital Mandya,Mandya,291.1,473.7,9.78,SH/District Road (Ballari–Mandya),state_highway,0.14,0.2,0.138,True,True,True
bca783bf-ac07-4f68-86ee-73de325ef7e5,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,a358466a-5265-40d0-852b-00e114b60fbe,District Hospital Raichur,Raichur,127.9,163.8,2.48,SH-33 (Ballari-Raichur),express_highway,0.08,0.36,0.162,True,True,True
7f48d42e-c2db-4ba7-b171-61f5c2a5c00c,4bcb0139-5a92-451d-813e-2580d66e725c,Bellary Medicals,Ballari,fe33aec8-62ce-493c-9772-7256c3bc157b,District Hospital Bidar,Bidar,312.9,478.6,10.76,SH/District Road (Ballari–Bidar),state_highway,0.11,0.21,0.129,True,True,True
bfbb6d20-cdf7-4e4a-a2ca-81213fd83b25,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,Apollo Hospitals Bangalore,Bengaluru,253.3,308.1,5.1,NH-167 (Bengaluru-Ballari),express_highway,0.22,0.24,0.206,True,True,True
e98af02f-ace1-4ff1-b458-b7b51af2b88c,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,254.3,337.7,4.57,NH-167 (Bengaluru-Ballari),express_highway,0.12,0.13,0.133,True,True,True
958acf16-0797-411f-8ae4-e337aec64e22,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,255.1,333.5,4.45,NH-167 (Bengaluru-Ballari),express_highway,0.31,0.11,0.203,True,True,True
f67616ae-f762-4fc2-866e-2b523bb4126f,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,248.1,297.7,5.33,NH-167 (Bengaluru-Ballari),express_highway,0.3,0.27,0.247,True,True,True
f41b04f4-3b29-4fc2-9c17-c220127bf624,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,247.6,310.1,4.69,NH-167 (Bengaluru-Ballari),express_highway,0.13,0.28,0.182,True,True,True
df3391ec-81a9-4a2d-a026-84dc571ec62f,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,f067a3f8-7132-4fb0-a81a-596b322e6731,Aster RV Hospital,Bengaluru,252.8,292.3,4.3,NH-167 (Bengaluru-Ballari),express_highway,0.27,0.3,0.244,True,True,True
ff3b1d5f-9fe1-4649-bab1-bad7b078708c,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,943dcbc1-e0cf-405d-924d-ff309d9a66b2,SPARSH Hospital,Bengaluru,246.6,300.0,4.19,NH-167 (Bengaluru-Ballari),express_highway,0.26,0.14,0.192,True,True,True
920d5560-86f8-4b99-961d-47cd89500e23,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,Kauvery Hospital Marathahalli,Bengaluru,247.7,294.5,4.35,NH-167 (Bengaluru-Ballari),express_highway,0.14,0.14,0.144,True,True,True
37b50c2e-a62f-4122-90b2-c93cf3f46155,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,Apollo Hospitals Bangalore,Bengaluru,258.8,305.6,5.24,NH-167 (Bengaluru-Ballari),express_highway,0.19,0.28,0.206,True,True,True
c677fb5f-6dd3-4614-a424-37e7719511a1,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,a0c953e6-f4d9-404d-9135-488a257b9e39,Manipal Hospitals Bangalore,Bengaluru,253.6,300.6,4.34,NH-167 (Bengaluru-Ballari),express_highway,0.13,0.19,0.155,True,True,True
ef29cfda-d05a-492d-bd2c-71e0d247dd46,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,eb0a1ffc-6610-461d-8093-6a12d4937469,Fortis Hospitals Bangalore,Bengaluru,251.6,300.6,4.25,NH-167 (Bengaluru-Ballari),express_highway,0.34,0.25,0.257,True,True,True
28e613ff-e1e6-4c44-9724-f7680b73da50,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,KIMS Hospitals,Bengaluru,248.4,287.7,4.78,NH-167 (Bengaluru-Ballari),express_highway,0.1,0.35,0.191,True,True,True
5f1b74c7-aba8-43f9-a793-408763674c25,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,dd834eb1-aaae-4891-b2ad-374d652abd13,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,255.3,298.0,4.01,NH-167 (Bengaluru-Ballari),express_highway,0.23,0.26,0.216,True,False,True
09ec83ec-ce02-4133-a4be-345713247f89,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,65dc85ee-f185-47d6-84aa-43ca635e1c0b,Felix Hospital,Bengaluru,247.5,326.6,5.88,NH-167 (Bengaluru-Ballari),express_highway,0.28,0.13,0.197,True,True,True
e46701b3-38bb-4c16-8898-76fc26eb9a24,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,bed2c1aa-514a-41ac-a282-a483af506301,Rainbow Children's Hospital,Bengaluru,253.5,334.2,5.1,NH-167 (Bengaluru-Ballari),express_highway,0.07,0.35,0.179,True,True,True
8ec4e893-0db7-4d69-bb60-fff994c7a3b2,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,a808bba1-23fa-4a2c-96c5-495ca4360c3f,Victoria Hospital Bengaluru,Bengaluru,250.4,289.3,5.01,NH-167 (Bengaluru-Ballari),express_highway,0.29,0.24,0.234,True,True,True
445e32c2-c6ec-41e5-84a6-3ba63ab94b43,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,Bowring & Lady Curzon Hospital,Bengaluru,248.6,329.7,4.87,NH-167 (Bengaluru-Ballari),express_highway,0.24,0.19,0.199,True,True,True
b554bdc5-67fe-4fa2-ba52-b6dd831efd3b,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,K.R. Hospital Mysuru,Mysuru,318.3,444.6,8.2,SH/District Road (Ballari–Mysuru),state_highway,0.08,0.26,0.156,True,True,True
e3cece24-780a-42f6-a1c8-b8981fc1ba2a,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,e75c24ce-ea39-4952-8e06-5f2f0f0b6f04,District Hospital Hubballi,Hubballi,194.2,280.7,6.97,SH/District Road (Ballari–Hubballi),state_highway,0.23,0.34,0.24,True,True,True
32aaa1a2-33f1-4cff-9b7b-89cd1d03893d,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,Kidwai Memorial Institute of Oncology,Bengaluru,250.9,332.1,5.46,NH-167 (Bengaluru-Ballari),express_highway,0.19,0.1,0.152,True,True,True
b9b49cc0-f9b2-4022-adaa-2ebb537e3475,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,820f482b-7d4c-4705-b3e9-eea15ecd8762,Sri Jayadeva Institute of Cardiovascular Sciences,Bengaluru,252.6,328.3,5.38,NH-167 (Bengaluru-Ballari),express_highway,0.22,0.15,0.179,True,True,True
e2756f83-edfb-4840-80b4-9ed76c754f12,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,National Institute of Mental Health and Neuro Sciences,Bengaluru,249.0,327.1,4.58,NH-167 (Bengaluru-Ballari),express_highway,0.31,0.11,0.203,True,True,True
1bd4f78e-1bf5-4673-9517-38af5face557,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,92366c87-92d8-4174-bdac-9d3aedc179b0,St. Martha's Hospital,Bengaluru,256.4,345.7,5.77,NH-167 (Bengaluru-Ballari),express_highway,0.14,0.17,0.153,True,True,True
c6f97067-acf1-4f37-9387-55093b062074,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,cc8b8416-bfe6-4b78-9ae0-dc3a028df947,Ramaiah Memorial Hospital,Bengaluru,247.6,298.0,4.51,NH-167 (Bengaluru-Ballari),express_highway,0.12,0.22,0.16,True,True,True
42b729d7-4560-4860-88ed-863d212e858a,e7a97a77-c886-437b-a253-c5be5006ea58,JSW Medical Supplies,Ballari,2c10669e-877f-49df-988b-6f88cea0c8db,SDM College of Medical Sciences,Dharwad,204.1,322.4,6.23,SH/District Road (Ballari–Dharwad),state_highway,0.26,0.28,0.234,True,True,True
